Account,Token Account,Quantity,Percentage
A35DkgjiTmmtkcmPBamoiHZtkFpyXx7NdqYUHohRSjWf,Ba873yPaUPoueNhTLyDrmbYEuyEsSVLcL3LSUP2DNWDM,4044.10,0.00
9LYHsDstK1b6PuMCh5zoRL9X5oqtxktRD4WAKAUoe7o4,DE99MykwZ2cm1HxC4kSiMbHFMjjmwbb1T45kPSaJoTNa,4043.61,0.00
9LUiaJ2L5mWLSTAqHoZ64FcaZnUV33Rj81H3ES7mFLRG,C5KaknHi9MwWmfKR6BjfQhxdLJb3KqiXnYk1zLyTkivV,4042.31,0.00
EpF9JA5XjE7Y8GCenFLkBC52SZJdpqgZoSnxCoYwfqoP,Ggxzj42yUpSRE34dbEma4fkKq9VcoyxBMCvNogDc1Vir,4034.15,0.00
4Wpbpo65V5PtnJuJXUGRUopRdACGMWktxpigFxKwaid6,6YdZCbDZDKKyng5Go5kNVnGgfs8gNQ2xYW1nivEooLtS,4000.76,0.00
i5mwPpTAFScTHxoyDeFyd95kHigFXMWKneWQEp1523D,CqTJg1UdAHdWiMcyhPFFoGVN4xbgV5zsMQxcfJJr6gX6,4000.00,0.00
4zJARoSLfT7xUNHUm4iwN1uJ6pwU7DPS7LBVmRSkoAbL,H69qMDUnLffJ9RxgRskRQkq9gYu5YNSrNTuJE2gq3AtQ,3999.32,0.00
2udnBR9Qe6Hb7QvZq6qP63nbJXzjD3g32qjiZXnQMYNN,776BFenchaJzk2fDcveTRqYbkEhMGPp47xPycocYgp1t,3979.11,0.00
CqjCdYWUvEqWizFxHXXnQVcP7sATyZxW4FFrVKv5wxHi,2dHRHU491yHma3mZfwbG9jLiLKGEvdwwEXenL1BWHsZF,3960.01,0.00
9VbQkE8wmgL51AERcZQ9MbDCEaXZnkzMuS1b1J123XUb,HEzbqsCJfVYgJWtNJfRo8H8tFWiLAEYK6nThmafA1Asj,3953.78,0.00
P5sEpxdmejNgMU6KNTFBDp1j9swQr1xnfG8f5NFRS4K,FsdgjDMt6uWgdjkPyd233ennNY8b71f7dYoLiG6wsF5Q,3949.15,0.00
D4PDeD5jm6mL3TWkBgB6vL9mXqgPN35y7TuDQ7ugX71m,94YeLUKptbY4CbER7AJMKZmebnMbwUb8dbgz6pJLcGvk,3940.47,0.00
Aqsawt4smEjba7j7MDu5pVjvejCmvtdLiZp9q8tYPBHy,2woi2mmvxQz1LBGLovym3YgrYMt1nDf61gPi6wEzcVB7,3928.07,0.00
C57RBagtGDYpTGxwG92gSKQ5ptQr4Wa9qz3yDBB6uu1B,AvjGefiVJbP7AbdwAqY5JPsRy3k3RsXgp7bL1m77bxuN,3921.51,0.00
BXXdmhUshmRa96RYnq1PMYLasHfrmaopo5Ru9WCVmSbi,CYfbAT3orU4MjrQY4RQaWFioMrUWFdszgJ31ywn6zzmX,3914.96,0.00
9SwhG8oQtTW7E4JgXCA3zkmCgvTfM4uuTuA4xv5ZniUs,4EExJx5WBMWJaGbw8gVdH8n7smPxxzbhikbAynSxNXAh,3897.30,0.00
2kcmvge49vNnfFviGWTXyCPV9f1HNKHFvdBSdd2azm5j,CsNQDS73gFvDSo6YhTfhF58U1znBtzyioLxtJXvapKr,3894.15,0.00
EmJ8yf1XTMw5XJ8KphfTSTo1rcJRrvKdMKBcaYPy3bTb,9G6fzcJdzq3cJv8q9cGcV2V1fggASUBYvR7hfi27Sqp6,3887.98,0.00
GTbzoyFAm2abJEFwd9huGYZWbJNB5Qg76C84xbWTruX8,4KnqG3Ke8jgN3gnJNfmnqYfWakcfkMeZejUnc8b85SLs,3879.62,0.00
BvHNnWQqBafKGDp3RPnUQNYZtn1N9c9eLbNtpFdHCyJ5,5Emesb39bwpQwYNZbWPUPrR6tPVibExQrjVkejDTH297,3875.73,0.00
42oDQe6QEP7JVAKGhpBXqCaJk5raHC6jhj3pb1GUH64m,cuqkfGkoDGSajXn9EpkPpg5MMZDfNnKvXmd7A2aKBGa,3871.59,0.00
5mMCLXnT1WjDmzmtLfokxidnGgWsb7rEjm6hRjXeo3Mk,Bpqs3NkFqLJQSFhAGq3DtjvBgcNP2SVPqhu7RRWPLgFe,3866.34,0.00
oo3BkY8YidsGR1WqeJtpYok8kJh3qxZ5Uo19bzeFAnZ,6YcD6dUEZacP3k7iLi89WrCQhntwH199YHnNfS1uGtiA,3863.53,0.00
6f3XdqSFthBK377hpio91AgpSA9PLSQLXuMNjyQ6PbiJ,Dm3pPvYYDApRsoaHtfvgtUW713fkQDbXnPs2n8i2wYNj,3857.01,0.00
AVcWpaoejpEqTnjWBXWL1fYqxNxfsHPapzSPoFnh5NWD,ENcVUqB4xHZwYPTzujFZSPnVadrjCnQGHPHyaYDSvMpu,3851.96,0.00
3EqSXzxTcNUmp17vQuujZsDHAiNXzQQnKzPy6yjp1j3e,CqdVpR8Licb5V9A6G9asa6k7NFsiSMi3J7GGPXRr49su,3835.01,0.00
E4gsATEg2fjotSPskS2VURafDP7VPhQyoDD6xiA62ZYz,3g55xBFdcLrQ5oYdrLqaPvxpuZqWM7pA7hu9ek3iDAaR,3832.74,0.00
AaAh6Zz9iSk4yApa1gMKcnhezk3MF6ht8Mkimz2MHSk6,9vaQm455uWSdX9Uo49oi7HCMGyLvUKxdwNEVY7rgYmmW,3825.95,0.00
At1zjG75kpjS5NJafSC7GTuDk1JadJj8H8ooQaiMVrdq,DvhBUk3h3Sfnt1dNaL2W4LP1Xy2tMpfGj3BaDMe9gDy3,3803.94,0.00
H7oRmYtoUp51KFztBdkzG9EwVfE1fQehbaY1u2uS8Zqq,9J2P6CS8os7WRqrCsLapMYPu91BG6CkzfhXxGgUsEJ4P,3793.45,0.00
8FyRUbCWpBF1CAy2cGJGgnKrsVmrdb4s1EQ6QCiA8HxV,DSxVevFrdzpnTzqzDggdTsMtPtEhFjEEKnMgDdzpf5GX,3785.35,0.00
BNBWK3RJ2d9puuNzDpC4EF8d16T6yn2HDyws2dtJfTFw,EtE37G842S6CXxutUhcDC33byLS546Bvm5Mbbvc4iz1A,3781.88,0.00
74tQCg6zeih83ZLtQTNWXquG88Q1uqPnY7LBFeiMjpC1,CekUY7RirZkY3At22Dkyd3jrQtaLsvSVHBjSgPxecgyE,3776.97,0.00
7jiRUhRyfuEYVWbVrvvxZ2miDQBmjGCUo6Fox41N4zoL,9MbismriyV2Tjy7LUTAioFLCeH3rtoGffTWMWYR2kSVj,3766.72,0.00
4AbRgVV4ztK8JvgcJshjMy2wX3n9PSEiHgK4mivFVag3,gFLfvZwsCe5Mrf9boQC2tUMMoPMYWauTifNe1FcW29c,3761.03,0.00
2A2e1KZMjKc7zSva8q32u1s5ci86Lj5NfUBKE9dumFmQ,4v7QtftCCivegZAKQigTVG5HVt4Gug91xWuuhGYxnvUd,3743.66,0.00
G1skhCBEdjHD5ujkLA9WCTNiXJ1VQdSWAFTAnFEXmbgb,HRNf6j53ViC4AAYiekHHqZ3QPqBfFi6RyPbG5rsJfHDT,3739.38,0.00
Do4tuf4U51RZWfxDHo2YipnBm7VkiRwjTweoRA2FJygj,EgzM3SdVpXGUgjTRiQjyYsvWHkJaGUnfvS5sc4xsLAEt,3733.19,0.00
G3qWpjwmx96NQPpp8rwrw4Q1pDgxLqP2t9p9GAPFSm3u,4HCE4P3rYdTaPiDAT4MvgTPiLf3WCRUGCa7D3ymJDqfE,3712.42,0.00
5zxMR6k9CtKuNgQM1xVGHkezx1jvQq5xhRhsiMwFUBiK,Db2CKdCAhwo9iD6HK6c6YvocqQywJJ1P4EKjJJPoJjUx,3705.94,0.00
HYaRS15r3E1wTBwUuZ9bmJqkXcHV77PjARo6So4F4Sih,BAXhVMfjaspeGpsBNihBm48uteAMSFLijSXfphU2TwRs,3700.70,0.00
4yN1MTDtvnVvGMd7yMiUMppazxZXEW5gfYLGAogbSTcd,8rDC2HFU8iz911oShXBkLk9qhPmeGRWS8p14UsxAkaKC,3687.89,0.00
8u8rPqVt3tVtW5fCMuuif59YxqyLSB2zv16PS91MgMr1,F7ZGNtNrWYoj3amY9CVUiJ7HighCj3qEpUvtxxGoorLk,3683.79,0.00
9THeV1a3uNwv1ywNXh3EPxBa6N98jFBPC7WG5ivGc5ic,CJD8dJZq64f8HELnzME7JKEctRzo6V4gazzcbt3VVGTc,3669.85,0.00
4TYyuByXV5BE3vB1PME8ZLiV84gv7JmG97bz99ma9aHo,Fa5ZmZwtA2nB1kzuM3yfy9ZGcJby82ZGQPTt4KcHuvCH,3669.84,0.00
U3vun1CWVGsePJCn6k1U9ErB9PkMswyAptHjvxsi1o2,CSnjr8Ey7wZc22EAaG9x4mEDHU1xPR8kUXUVWL6Wfn6K,3657.53,0.00
2bxExLCpdkTWtmBfhTq7FLuaAJu8ac41gZAjpkd2D6nC,DrMiioSUskBepB8Z4rLtZvLQk6DbX1TDCx9wjNfnvtBN,3657.25,0.00
8WiuXakUPcCY19BpZZmLUzDvhgNmKw3m4cErxAFru4yL,8rASJXNB2jnbXzV4JzY4mGDgwpQHSihLJYDZASYCh7nL,3651.66,0.00
CgkSeDpL7fPCJVdvHAzsxV3w2svKcHjrZYSz4XoESEKw,6WwUcGC2WH43QiHvfbaSUMuJot5nogRRnYu5AkvrJPu8,3650.86,0.00
B3cJyThQ5zfmM4zSmk9csDiyHvi9VyCfXJf6MEpxuznq,Hy1rBdr2dk56A2WxbWy2Jy9nN5cWP9AJ1aXEXWF82GTM,3646.29,0.00
EgawFdT6zg9FR8u95EY6QkbQySFcM4i3s3HNNv689BBe,6fJeoxmnBmtPyuo3WgApNQ65GSuAeSefZyRpPJZnd1aY,3639.33,0.00
3DR8nfFbbG83dN9PPJ4rTH64fFNVCCCZeKibefZgiR9z,1nPkgUJCBE95Md2PH25XFJAqSHdURNdaJ1uDT9MeoQ8,3634.67,0.00
21MSwnRMdbx6x9iEYRFPHcMn8s7n2T6C6ZjLRCF9U6Gn,2iijRMR3CvAAAdfE2YCjumAMXph9SvLv4vbDgoAsC3HU,3628.27,0.00
9AEd1RVp9LPNn46BBAWUoLhmRCXbLvFEsGLeMMEth9FK,Z6pavfJu7Gc5Bdx9KfZ3uWBZfSzUu5etbtCkr2paCMh,3627.27,0.00
AzERJW92MrvH7fUurxJPLs9fUB2MNV7ku7oQcV4UgXE,HmZ5LidNYsKHbWaH9EdcJt5oj3KPhZbr2rkCyKJDV9PJ,3623.12,0.00
Kdyd2Yu4qJbZ5EEAe6vvet4KWB15jheSqHQPfssqtuD,5SFnXKKG5mBDezBDQvoxpbzUpDEJAmN3JD2inQSrzUA5,3620.60,0.00
3JwPwcdnFehBkENLkfNJhSPdDdpig9MjHLWBHuCRrzKM,Aov5xYF8uDaxcbdyZqwrhYqzXBBbJxJdRFkoFqta2XUe,3619.95,0.00
HhXb8At5HjmTZ9pnxUkxcmcrwkoq9dUAzV937oaj5gdC,6SL1RN5b68j9wkeFvw4L5yizPTYDNNZ118etPJbKX4Gi,3611.50,0.00
9hJnK4VjPA8icY7Tz7v7iVbrAN7g5Q4EEPbKTdqcA7gH,CjAij6GZCFrKnXCgMDqWFAgYU6R7y3CYPsBJpkmRXLib,3606.39,0.00
7tisetQRvw8vyzoW5zdtE18b5o2Db2askMahxVPwS6nu,4C6mMcBRYwef9iCn6sF5FcJFvhLsw8MUtzMrQ6FrczQX,3587.84,0.00
CNUxMFX8LQ3oQ9tpXbwJrB1EoTDV42773ctqox95Qxv2,EVrUCBFcULeCK2uQerRwjFkR6PMenGdk7CmcV3Cwt5dN,3587.07,0.00
7zR2qsXY6T2GWXsW9XaVajzC63FH7mnzunCDh79yDeAj,8bqD71EwmyxxJVL1FytHRdpW73BPWXKV48jn6iFjXXdV,3582.87,0.00
HdPXPaTYsphVW6uenQK33reFhN2MqtsmfWnjC21uV8dL,6J2jZzB7PW4KfE3VBzxemF5JWFA8h8CpExfjvXUCvZFJ,3581.76,0.00
Ddkj1XRpETG9fSqMpbsySfahb4vMvzGK3rjpExcLaLvU,3JUZdF7PzYYjbPJQuvyJJDDmHkbAoquRfHrw9BFeDyFN,3578.15,0.00
DqraYCMzNR16J5Wvv1iCPzVuLfPbgDUNruaZ2b9soPvW,hxig7FFg19YNgb5JAggq2Pfc3UVNqM5H44zi8CjxgGh,3574.94,0.00
4kWcjxFPwnDqYEk7teXBKZiLSZDnjEuz2HteMoh13W4e,A8JePNfAZ6JmUZdWzpyM2N3px4CJQeW9aXyMJfcSEhdx,3572.07,0.00
DuLgsHoqzKK89yAZdxLZSahq99bF1FkhqGWwnVNafYbL,6aGuW6bxH65LE2Bqmw7BYPALs3JLkDKZo9qNnYnoqzc9,3571.22,0.00
D1YJ7J2Sixq5pofCXyCgbJqw5kkTR9siExE92httxMxZ,3LbS3MTdbwJTUunPtDzS6Xg3z5t9eirLPPAkwJSMqbFs,3556.75,0.00
5tfuQtizWM4fftUbyHARvhq6i6j1LvMEvjByEvZX8TDT,1cYdC6XynYE7uEcJtGZeD23Jei3KsN9pc2YfA6nP41S,3526.03,0.00
93HkxDop3F96bWqsq4YaJvkHJuxbXXdYaiUkwfhMUAJa,6kyaMNgMe5JakdyiTaT5AvKdovmrcfzSGWLLvhxL9wMa,3505.50,0.00
DRfQWeud4DibShESMGw1oghJjYjtfJxBYNomHmuWFckc,8SMzcFxtbBe3kMxg2p8PvmHYkHcdETdwqMMzG96WCZRm,3500.93,0.00
36mMSRF1NmfTD3rjUv2yHuUFXkeuWX6DQ7chF35an2Kt,5b4gWvovHRc9XwNqAGehfhgEb1AcKEuPdfZGoJLuycXh,3500.00,0.00
CoBwyPttQPbAprmAqhgFQnXD4vxN9d6ERcz4XSNdEzrR,7XeTYw5PRyC9sKweRVq1j6NYxNnxVxcycK2pWPXposy7,3500.00,0.00
DT5vXsqrNn5GQRGi7ihzqKEecruB8ZWASk3Y2dT7AgJp,8S6LUEYrCD8wVCZxC1kELVxDrnVNcw8EYRqovbrzHvCr,3500.00,0.00
Hd9s4t9pdJJFsJ98WXmk6pB1VNpuXke5NXNohoLtkV6P,Aw1jGGKWM69m7CoS7tLfTAqz66VSzK4HHFtU1hxRxiZk,3500.00,0.00
J2njx7PAkY2aX7G93VsBaeh3NdFimE5Ni3p4y56YznJx,4RmTWvvBUJ6wJsuZpShBtbquPZsYALCtMsZYBNUsS18b,3499.32,0.00
8r1K7eP87EpsyHw7ak9TdS7gL9Mkos2h9g1ByM4UuA8q,89a45gbkw6Ei2bUsW4QKL4ZKuLodJzsyrpGH6E3TXdUN,3494.91,0.00
45AHNVQWB47A9ga71EvZpsLQtaFRMnb8nj5XTtpMSFKG,9xtmGqMQFL54VL7vFLrtHpf3mbbgqqjg1y9jdtrHmnmp,3490.39,0.00
3ZvrH4eHRqpFyWFzssftePfCrqYuXAUQ6RXuurELtFRg,CMQYewrREz8gcXbvQec7NBrrMU1Z61EUCMnWkdwUY3Do,3481.27,0.00
GGymWYdyHdByify4FBykSMH79a462VrEy7uxEbAfdXZB,6StZGdzPohCPPrb1tVC4tnYKUU8Tto8E6qvVi6TTy4gp,3470.81,0.00
Bswt7PCXT68aAyPgcJgtUQ2bY9XLdnWKQUGUKymGD3WM,6rZVsAaHyDmGJJkrZ1YjLD47DcmyUYKLCw3HMJutccKN,3465.25,0.00
H9pU5ce9eQdmpfsFQEy8BZZhm4aMiR5QGwAvCyY8koW7,84kZmkf6DWbJbk2SZmANpsycJtVSmJPm22N2ACHKgxss,3460.91,0.00
J8zpuVSgZWu7kQUAQnvWhQxaUGhiV2jcW1xmvRRvnLKA,D5xMxLmDusu412d4XzNAz9eEoQGPkqVGk9PcKDj3t2ow,3443.65,0.00
Bamf8nuqeEqtP8dL68ShsXroGx2yjQKf1C9jeFSV8qKX,3R9Sof7JzMhDxWssGmFMV8AgSXheWgJpG5CHZHzMWUtj,3431.65,0.00
9CKnC2kmqG9ZBtQXDfxR5H7Av7X878geV367DdYtybT4,DPjjwy7zhorbK89KZoRAXJVCADQ7XRDpT6x1VCEfM7mN,3427.31,0.00
BbniQ7kjVcQa6WDbfYaZnasDxZmZiPagLYKcSwXBLNWc,CcJ3eKY4vGsDjqkoBrF3fcZJST4pRBJD2vLiRufBNKM7,3420.71,0.00
7KJ9BJuBtGcNFoWtATWLqpAC8HVyrXFHhMzTHsVVAL7z,Dz9DNDrRsgBaWuC4Qd8iD4j7WrPHkXZdW4fK6cb9MG3P,3419.80,0.00
BVLwk989erFk4EqW2xhDMnrmcxRS5oG5LmiRbqgrwsqA,ExPMvM2qT5JNc4rr4RovzaaonGtFzuoPhrsEuBah3YoM,3408.47,0.00
2VFESgwFvzHKyxifs58A81jFXCqZkncrhjYXBLqkmyLP,AqLP7z8iwaHJeL37kut9AFBXrLLYKZQZUpUgyNujuC3,3407.85,0.00
F1eQNn555gWJ4czE4wvNczhsh7Z4GAjcaLvES4igRRdW,AhY9UHuSBxDmPEndMHKE8eb53XX4tEQb9WQXggmySmyY,3398.30,0.00
5XpCgHr6ThUzP1T5yinfokzZdaZZbDCeV3nchZG4pQF1,FzMm6fedijPPgdcGtmMGQH2dN2UzG2EXBih2Ue2nNso5,3381.81,0.00
DZdo6NhPGjPwaW3jhywjj6QPkRTyvb3DNDm6Xf1uAgpA,7WQvVauGUMo2AgnNAyxerhbjovyojsSYzAphJPRuXHZZ,3380.29,0.00
CmK4CArxEU2RcHh4uwAzEM2njZg7MJeo4YbBRZftfDpa,CtX5QPTzxjYkC9UcCwNSNyPCmX28smcxGiyUhQAjyvzN,3378.11,0.00
C8oBb8ApH2UbocP5R35LMvH7YwwHn6ETgVGcoZA5Wniu,H1jYJ6nqn75BcjQRgy2Xetbs1EbL1wQfWVYpmpNC4BBR,3375.06,0.00
5YkA9nPvg67k6A9GjsGz9bFKRk59CdE1Hh1zQSFPEt6g,AFTjgC35bYqbCrFwTnA65m2ArR3GM8oo1kgXvTzo3RdJ,3368.57,0.00
3SosfjDgdyXhMmc9pgJLSG8v4826efk3YJkykruxBfrR,2Bh9Y2ertCnmqjm9KhRuLNVA2reoh5ts9gAsJN9vyo2y,3364.74,0.00
DVpqpLuvgpdknZCFtmYaoCspDNpc2htURw1Zp9h8sB2f,5eWWXy6MFHsBxcJAwpscxhcKojYAMXPAfyRSFVcXGfCn,3362.67,0.00
8HRQKwEMyvzPN8cg6sY1vatY2JiDgbRWEmHm3TvSS67e,BHok5rzXQ7jmzSfu81JfeVxYD5xxcyxLwYWwmMEPDinT,3352.35,0.00
J79iPmJRsgrtTZWKHrHtCnzsCY43ZUAC7a6F1NPLfKwb,BDE3dMEm4NTBmQdY61PUAmL3cXJwZHUiQnJBiF2W1Gjo,3351.91,0.00
2VBDoziHc8evw9zyBRAddQMkkFPkGY3Pikj6BaPsGJN9,8TziNiit6L5CspiKBYMshxvSP2UUsBfKX4pGepReWw4A,3351.82,0.00
ARQMCUrSoCSyYnLmUQftacPmfSG2DzaZTpb3fdhHe1vg,FCSSP4iM3Wv4Enhv8K1mdciU5Kfu4s81RmQ2mfzUJL3G,3345.96,0.00
9AARJKGPBTxE86G8UowdseVjSNUoCMGEMKkwTumYh4ii,z9pMgVtsq72tjagtTojAS5Sf54jusoZmS1pYEAg5knf,3334.39,0.00
35ota79TQGgfUqEqhLdCMQuvLJfw9GGQMZfCPy83BATJ,9YKB2WrWZ1yadQvkBgwqLhajsmH69dmrnixgGXT6nhzu,3328.38,0.00
LXqskKjtsrEBhLUh56UbyVUWd29pxkrLN6tJoNDKz3z,8HV5uGJ6hvnH19mtAcZPMUzrsND7ZNb2SGo7HSZNTLLR,3323.71,0.00
Huc1QrgNHtZ8nPY5X3MNJ4jVS4VdsSPUcyDvgHnjYA4s,DcwUyFrtr5qwkHtJcBG3rqW7dpLMhBNq1febnqapncXk,3311.93,0.00
6KXQW438ABR1HL4BVMpzeeTbCXFtzA7kGwDNaMfp5v7H,EAwpZuCZcgdGf2cdh1b8VhHb4UMdhwmY9sfkYWqas3Bd,3310.24,0.00
Cbt155e8XHsAGdSTAvX1VToVwRsFXuwkvyAWAqfAkBzf,Dd29gahUfScz7DZ7GchtC9eEyR2CYX6cTRv2JWDuJKcY,3297.06,0.00
7DEh5WYvBcY26xiV9z9R69ZfbQXnXYMpDKpUQMpgnsqS,AMLbg2cMbNKGZ5mgN6vkqWEtXrR5BJSWNZSvZSf8DBwx,3289.95,0.00
Ahs7haUGAjZeRTGUYvZQRQEXaPgbme2igM96ncJ9w3ZS,FBdXZsronhCrjmm8eX1wkEvYnxQqsNfh7Je1ice1y2W6,3283.03,0.00
75cn6KLEoY45kSEPMP1DU9LDTAUf2bmG1eEtH2NZYUCZ,JDLDhFKsupP22ZbaRU8ahZhnL9eMu67fdERM81j42c6K,3280.00,0.00
9443UvQ1XLNW8qgasj4mQL9TpaCqmnUXSys4XTRiy9kh,LTN91xSgNhz9h41viB4x2WeRaizWA68WzpcEBhqYBgC,3259.46,0.00
AAmESVmf72rjT1sSGjFXhht8nQV4VqqF33PACa1mzob8,A4VeaUJ4ES5W9Fd6h98RzZgCL5rGRM9Pi4hiLW39vHhA,3247.02,0.00
WpEefhpd7WfQhAGxkuv6P3fEWofBwoqFyoAGsc97XdP,D23wkkFbqnbByGumBeVM8o8Vv7Wd1eDpFJZtUBAe8goj,3245.93,0.00
9oGM1PZaNpAGDrXM1RSjt47HFXcHCdS49deiMozfyhWo,D4jrKtNyzrzzYpXwHRpZx2FQznbqSaQHm86qBKemkKRb,3227.83,0.00
61gji7kXJbAiGeprV73dGtT2KQYov14KgMLYsnx8MVPZ,9c26tdRbhASYgrBZiqSkbakvfjgzH9YpWx8dDrbFvLQ,3223.69,0.00
7B7XQbX4ZigQgP28sEHQwicAmfjgRD47pPkKcfPhMeA5,4FsfgxbnsyVjWKRVcdsNWpFvSvt2pNjNuD9RqkQm8fc9,3219.31,0.00
HenEBRXFCYHzHYPGXQJEa9LjpCmEHGmvSEk1t6S48Pid,C2vbKEJbpJtzVd9UdtcUw9XvSj4Wb7Rw7JYk8PXERYbm,3214.41,0.00
F58XZLLTDn4xdx8TQeUuabLRhZTMQGzB8wL4RomhbCbu,CSxGmYnxT6BuYxdupSgt9hZohM8ruo9AkLtQcU2dnEhx,3214.29,0.00
E6ArFU9nrZbom6GS5z8GsSYysJhnix6GRWCWwAG8Da2K,9eeFc4po5ETQ4ZSj12XhHzVmyDL1Dcza2ZrQjMcwD4kB,3208.70,0.00
3GQ7CqwVXhThpGTU4tZeSKyQUK5w1TSkBzYCfYhqybnQ,FQ13YQk7SazmrkHgnejCKoc9jnocJr5ii1Nms9ZRfRqP,3204.27,0.00
7fAWihkaYcfwEhQTpb3TB3rUAW9KAHgKzNY4RgKexvB8,7VbZf6VmgnAYXKumxrPsZxAYxJ8yHLrAN85ikSzsziNn,3201.19,0.00
FaL5DybYUXpaP8Bm3QeL11YFLwYWsMmFHtQ9sRP2AgbH,AA5CURxZvPGfbr4KAd1idmbSFWrgACd8tp7DTcsZ864k,3196.40,0.00
CoyEwqkWRD91z5F23scfVTrqK1EsZETJgAQwYEBsTpFH,7Ez2S5k6DahJLSvL2PMGjg96Mzu8yLE7BKc1GUDi8Xvt,3190.79,0.00
7pdG4mWwBhuC1iv5iX8sFKQQK5C73S1ZJiAZpSSb8iUH,D2V2uapJRbVErBJ7RZxG9F7ekcDsr6tMh9jCiiXSEp6f,3180.01,0.00
3Ao3ogPCXh5t91BPyRt8L6uoEU7RrbVWmXdMqUE6m13a,GTpSG2xUqWPZ8u815uiL6bbGaZVqkv884fMbzdNwYvoF,3177.33,0.00
8P81zncb4E26nMv1dVuAQJ1gLDfgYYrmWyTimnAgEGDd,Ac3GAzB6rZGmkqfqeNvbjttx9fbXrnCdgnRBqwYGcFDs,3172.47,0.00
CWdn3zVQ4gKzovKQzg7CeDE7MDvvC3aumJZg2i6X8zw7,9SK6hsnFTezfGcV5oAnUKF9UCPkxXsYAwhGb71yp1u4S,3167.62,0.00
88hQ3EcBucpBkwUQ2mjPs4zb3QzXtJTjMbunBwTcGYNR,Dgq7Q5jKqCzraffEKP5jJp1GRmMHgqPGJSVTTsd6eLe8,3156.40,0.00
2qWNMSq2DQ4q1SDSrNygPuxs2pyHAT1h1hAGPVN52AgM,4X1rvy5ZJjs8zXixrM4wPE6sSxA5v5nx7W3bTQzuyqj3,3156.32,0.00
3qXZEroTXvxYXXzqq7j2Y8rxoXuiAB99ZeiojcVHoC1x,dTRaH8XmpD3U2hCHLMR17Fj7B7pLMbdNjrtjKGNZXhz,3149.98,0.00
6A1EeSBZNhcnZYRuz3vcLmsBUdJSFVV4dG8nVDWYRrSe,Hdr8MufhN6kLurubwDeXhw6HdFTPzctRdpQZjxutxZWy,3149.07,0.00
GrwZgPDNbJogBGQnUWfcV6oepZ5c89sWfZ6XxcRcGioh,2WYzJidiH12TvUYJh8jQDbi55cdmE9sFmb3Je9A35Fz6,3144.89,0.00
Hq8MmCBFavX2GooSCk9XFp4Whue3wmC3jaZqk1zDgSXx,G2a2SrQQ5LEwpjkTcUcGA9m9dUchEfmnX2a1pbKWtDMD,3142.64,0.00
341XMpmtPyN7fnUX9hWTco9kTkkzujqzYwAi8LeR4SDS,EP8xxQij49VmgZpE5DfUisRv9atrZTfBjVmVVHYM7smA,3136.12,0.00
FtukQW6H5EcSjNWimd7fBTjiqAVM8sHi2AgUh1XtZqVF,5EVA4C6TLYiK5ZeKHa4SjKCCjRPs6E3macyLRs7d49bS,3126.87,0.00
4dsXTBpkwdLUSVg5zN4L2QGDsFXyzotKCkzFeTwbgF7V,FczCT8Lo5ACqchcJoWaPDue2AFDHmg6PjuDa4D8U8t4U,3123.88,0.00
F3kXrgWWQ9283o4fzQ5z2KF6Ep2eyK72DJLSZU1zQS7z,DXPaK77Ect87vL6vv9HeWvfKr5Va6o8Unab3P56j2ww9,3122.86,0.00
6sRHTpGnXDHYxBdHvKRjonNsAZvTLkbM2i4nTxveVboP,DAriH4oRtrQqreNYC3Vm3iQuhk4mvH8fWWxAuxJCjS8x,3121.70,0.00
7SX3QvwWku6e6ZdBbuV17pHcHnysNqdbnVx7SGEoccS4,2avrJJdEvtnFNxLoHmU2B3446uhkE4BwUDEqq7PxnxhV,3118.32,0.00
AokJhvzLWbLFtKKPqHFaegk1VztRsgf3FxuPReTnuiZP,2mWkeM2eZeSKs7hywxjH48fzLUavyRaL3bdKPhAaxqAC,3117.03,0.00
JCNCMFXo5M5qwUPg2Utu1u6YWp3MbygxqBsBeXXJfrw,JDXKgKbMy4RLF2bZzir1FvddZRWtZcD8Afq4nNuN9sK1,3094.06,0.00
7T865fiMPmibUhpb8v7YCBd9zE9hKZuLujdmwhQ1wtKZ,GKZTQDvjJu5ShepDnZSopHAsyh967VUjcY72jPagMJqh,3091.36,0.00
Ea2mByD7ozxfcDezsjKtcY3W5kasN7BuauxvXJjmCUPt,DswZ6fWUeqaNbkfVQUhQepVzw34u9ZbXh2xabmFJTZdL,3089.90,0.00
GdbHkx6GJeAnnWQnTiDD65x1AkP9GMsFVYm6fuzF6izf,HpdnpftmeQoN5dPB9Qc2NKoVNbViJizx7TDkc4hb4doQ,3085.00,0.00
DcjQNNignHjJYVqZKJSCFwcTC5rGTvt2tymcBWKtPXjG,gj81SBxuixYzpuroZ3zgrbBcbSdRnJmTWPcVnnSxZV6,3080.14,0.00
CaRKNrTeLNum967ULgU6ZkRqRi5ASxTDDLBvjGCEMV33,CQyqY2y2yUc8a9neMTTwbcDkfDDongj1jJHRs5iR4an9,3070.95,0.00
GmNmMQnJAs4HDiGGDAA6Uj239a4FwfuQXw78wA1h9zA5,fCA9X9Vpv22irerJUunjJZjPMZMFWuHQcnumgoCFjdZ,3063.96,0.00
DnTLhzDq8R4PE2bQGP8bmb1irZGx8j2HgdiCRFTJHAbX,3oHudLjPNwmdBF8RzVZs9SF2aW7xyQxVSFFsuBrK4LYB,3056.76,0.00
